matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,evaluated_moves,chain_so_far
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,173,first,alpha_beta,く,632,9,20,7,6,,,く,ず,ず,0.046678,False,610.0,4,4,True,320,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,174,second,greedy,ず,1422,20,62,1,0,,,ず,り,り,1.7e-05,False,-18673.5,,,,,11,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,175,first,alpha_beta,り,4279,62,63,29,28,,,り,る,る,0.083297,False,-2901.0,4,4,True,333,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,176,second,greedy,る,4286,63,2,4,3,,,る,う,う,2.1e-05,False,-15452.5,,,,,15,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る -> る→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,177,first,alpha_beta,う,191,2,55,4,3,,,う,む,む,0.160797,False,-2909.0,4,4,True,407,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る -> る→う -> う→む
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,178,second,greedy,む,3748,55,8,4,3,,,む,ぎ,ぎ,6.2e-05,False,-7405.0,,,,,45,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る -> る→う -> う→む -> む→ぎ
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,179,first,alpha_beta,ぎ,607,8,63,3,2,,,ぎ,る,る,0.07674,False,-2901.0,4,4,True,311,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る -> る→う -> う→む -> む→ぎ -> ぎ→る
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,180,second,greedy,る,4286,63,2,3,2,,,る,う,う,2.3e-05,False,-15429.5,,,,,15,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る -> る→う -> う→む -> む→ぎ -> ぎ→る -> る→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,181,first,alpha_beta,う,191,2,55,3,2,,,う,む,む,0.155242,False,-2909.0,4,4,True,407,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る -> る→う -> う→む -> む→ぎ -> ぎ→る -> る→う -> う→む
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,182,second,greedy,む,3748,55,8,3,2,,,む,ぎ,ぎ,6.4e-05,False,-7382.0,,,,,45,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る -> る→う -> う→む -> む→ぎ -> ぎ→る -> る→う -> う→む -> む→ぎ
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,183,first,alpha_beta,ぎ,607,8,63,2,1,,,ぎ,る,る,0.076416,False,-2901.0,4,4,True,311,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う -> う→ぬ -> ぬ→つ -> つ→べ -> べ→む -> む→ぽ -> ぽ→ず -> ず→う -> う→ぞ -> ぞ→ぴ -> ぴ→ず -> ず→う -> う→む -> む→ぷ -> ぷ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぜ -> ぜ→る -> る→う -> う→む -> む→ぐ -> ぐ→ず -> ず→う -> う→ぼ -> ぼ→ず -> ず→う -> う→ざ -> ざ→む -> む→の -> の→む -> む→の -> の→ず -> ず→う -> う→む -> む→ぎ -> ぎ→ず -> ず→く -> く→ず -> ず→く -> く→ず -> ず→り -> り→る -> る→う -> う→む -> む→ぎ -> ぎ→る -> る→う -> う→む -> む→ぎ -> ぎ→る
