matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,evaluated_moves,chain_so_far
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,35,first,minimax,す,るねつさんす,すえる,す,る,る,0.2868,False,129.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,36,second,random,る,すえる,るう,る,う,う,4e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,37,first,minimax,う,るう,うえる,う,る,る,0.245397,False,152.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,38,second,random,る,うえる,るいじあな,る,な,な,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,39,first,minimax,な,るいじあな,ないる,な,る,る,0.270355,False,175.0,2,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,40,second,random,る,ないる,るああ,る,あ,あ,4e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,41,first,minimax,あ,るああ,あいてどる,あ,る,る,0.963089,False,928.5,3,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ -> あいてどる
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,42,second,random,る,あいてどる,るぽるたあじゆ,る,ゆ,ゆ,4e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ -> あいてどる -> るぽるたあじゆ
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,43,first,minimax,ゆ,るぽるたあじゆ,ゆきわたる,ゆ,る,る,2.000032,True,936.5,3,2,True,,15,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ -> あいてどる -> るぽるたあじゆ -> ゆきわたる
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,44,second,random,る,ゆきわたる,るうぷ,る,ぷ,ぷ,4e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ -> あいてどる -> るぽるたあじゆ -> ゆきわたる -> るうぷ
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,45,first,minimax,ぷ,るうぷ,ぷうる,ぷ,る,る,0.198361,False,626.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ -> あいてどる -> るぽるたあじゆ -> ゆきわたる -> るうぷ -> ぷうる
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,46,second,random,る,ぷうる,るんげ,る,げ,げ,2e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ -> あいてどる -> るぽるたあじゆ -> ゆきわたる -> るうぷ -> ぷうる -> るんげ
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,47,first,minimax,げ,るんげ,げえとぼおる,げ,る,る,0.308609,False,1000000.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ -> あいてどる -> るぽるたあじゆ -> ゆきわたる -> るうぷ -> ぷうる -> るんげ -> げえとぼおる
minimax vs random,minimax,random,D10000_seed0_minimax_vs_random_0,10000,0,first,ended_with_n,48,second,random,る,げえとぼおる,るうていん,る,ん,,4e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> といあわせる -> るい -> いあわせる -> るいせき -> きいる -> るり -> りいだあしつぷ -> ぷらすちつく -> くぎる -> るうきい -> いからせる -> るみのおる -> るうと -> とうの -> のいろおぜ -> ぜみ -> みいる -> るうる -> るうぶる -> るびい -> いきかえる -> るうふ -> ふあいる -> るぽ -> ぽけつとべる -> るうれつと -> とうじる -> るび -> びいぐる -> るいけい -> いきる -> るねつさんす -> すえる -> るう -> うえる -> るいじあな -> ないる -> るああ -> あいてどる -> るぽるたあじゆ -> ゆきわたる -> るうぷ -> ぷうる -> るんげ -> げえとぼおる -> るうていん
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,1,first,minimax,ANY,,らゔ,ら,ゔ,ゔ,2.000043,True,350.0,3,2,True,,8,らゔ
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,2,second,greedy,ゔ,らゔ,ゔあいおりにすと,ゔ,と,と,4.4e-05,False,-4990.0,,,,,2,らゔ -> ゔあいおりにすと
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,3,first,minimax,と,ゔあいおりにすと,といあわせる,と,る,る,0.975717,False,-335.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,4,second,greedy,る,といあわせる,るうぶる,る,る,る,0.000332,False,-510.0,,,,,25,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,5,first,minimax,る,るうぶる,るぽ,る,ぽ,ぽ,0.381753,False,-320.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,6,second,greedy,ぽ,るぽ,ぽけつとさいず,ぽ,ず,ず,0.000358,False,-443.0,,,,,26,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,7,first,minimax,ず,ぽけつとさいず,ずるずる,ず,る,る,0.306344,False,-305.0,2,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,8,second,greedy,る,ずるずる,るみのおる,る,る,る,0.000308,False,-464.0,,,,,23,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,9,first,minimax,る,るみのおる,るうる,る,る,る,2.000033,True,839.5,3,2,True,,4,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,10,second,greedy,る,るうる,るうぷ,る,ぷ,ぷ,0.000269,False,-959.5,,,,,21,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,11,first,minimax,ぷ,るうぷ,ぷうる,ぷ,る,る,0.548819,False,-5.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,12,second,greedy,る,ぷうる,るび,る,び,び,0.000288,False,-1285.5,,,,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,13,first,minimax,び,るび,びいぐる,び,る,る,0.571143,False,298.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,14,second,greedy,る,びいぐる,るぽるたあじゆ,る,ゆ,ゆ,0.000252,False,-2090.5,,,,,19,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,15,first,minimax,ゆ,るぽるたあじゆ,ゆきわたる,ゆ,る,る,0.541347,False,327.0,2,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,16,second,greedy,る,ゆきわたる,るんげ,る,げ,げ,0.000265,False,-2199.0,,,,,18,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,17,first,minimax,げ,るんげ,げえとぼおる,げ,る,る,2.00003,True,2995.0,3,2,True,,7,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,18,second,greedy,る,げえとぼおる,るり,る,り,り,0.000237,False,-3083.0,,,,,17,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,19,first,minimax,り,るり,りこおる,り,る,る,0.518221,False,709.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,20,second,greedy,る,りこおる,るう,る,う,う,0.000227,False,-3165.0,,,,,16,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,21,first,minimax,う,るう,うえる,う,る,る,0.690637,False,1042.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,22,second,greedy,る,うえる,るいじあな,る,な,な,0.000214,False,-4147.5,,,,,15,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,23,first,minimax,な,るいじあな,ないる,な,る,る,0.769966,False,1215.0,2,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,24,second,greedy,る,ないる,るねつさんす,る,す,す,0.000219,False,-4597.0,,,,,14,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,25,first,minimax,す,るねつさんす,すえる,す,る,る,2.000048,True,4888.0,3,2,True,,16,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,26,second,greedy,る,すえる,るうれつと,る,と,と,0.000244,False,-4967.0,,,,,13,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,27,first,minimax,と,るうれつと,とうじる,と,る,る,0.71468,False,1369.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,28,second,greedy,る,とうじる,るうと,る,と,と,0.000203,False,-4944.0,,,,,12,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,29,first,minimax,と,るうと,とぎれる,と,る,る,0.608844,False,1662.0,2,2,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,30,second,greedy,る,とぎれる,るびい,る,い,い,0.000166,False,-6103.5,,,,,11,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる -> るびい
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,31,first,minimax,い,るびい,いあわせる,い,る,る,0.470311,False,1677.0,2,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる -> るびい -> いあわせる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,32,second,greedy,る,いあわせる,るい,る,い,い,0.000127,False,-6080.5,,,,,10,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる -> るびい -> いあわせる -> るい
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,33,first,minimax,い,るい,いからせる,い,る,る,1.184792,False,6010.5,3,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる -> るびい -> いあわせる -> るい -> いからせる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,34,second,greedy,る,いからせる,るうきい,る,い,い,9.9e-05,False,-6057.5,,,,,9,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる -> るびい -> いあわせる -> るい -> いからせる -> るうきい
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,35,first,minimax,い,るうきい,いきかえる,い,る,る,1.471058,False,6018.5,3,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる -> るびい -> いあわせる -> るい -> いからせる -> るうきい -> いきかえる
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,36,second,greedy,る,いきかえる,るいけい,る,い,い,8.8e-05,False,-6034.5,,,,,8,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる -> るびい -> いあわせる -> るい -> いからせる -> るうきい -> いきかえる -> るいけい
minimax vs greedy,minimax,greedy,D10000_seed0_minimax_vs_greedy_0,10000,0,first,ended_with_n,37,first,minimax,い,るいけい,いきる,い,る,る,1.727195,False,6192.0,3,3,True,,20,らゔ -> ゔあいおりにすと -> といあわせる -> るうぶる -> るぽ -> ぽけつとさいず -> ずるずる -> るみのおる -> るうる -> るうぷ -> ぷうる -> るび -> びいぐる -> るぽるたあじゆ -> ゆきわたる -> るんげ -> げえとぼおる -> るり -> りこおる -> るう -> うえる -> るいじあな -> ないる -> るねつさんす -> すえる -> るうれつと -> とうじる -> るうと -> とぎれる -> るびい -> いあわせる -> るい -> いからせる -> るうきい -> いきかえる -> るいけい -> いきる
